,x,y,labels
183,8.824144,7.566336,0.0
184,10.963649,5.222579,8.0
185,11.152063,5.4243727,9.0
186,8.058441,3.5082824,2.0
187,9.356202,5.851291,5.0
188,8.035531,6.4416757,0.0
189,12.794811,3.2776015,1.0
190,10.391281,2.3810637,1.0
191,12.25034,3.7009034,1.0
192,9.524648,5.6511526,0.0
193,11.53325,5.868603,9.0
194,10.385846,7.2148957,0.0
195,11.772984,6.0584526,3.0
196,11.612716,0.7997206,1.0
197,10.15416,4.287412,6.0
198,11.865029,5.7189984,4.0
199,8.339666,3.6760473,2.0
200,7.521731,3.7876742,3.0
201,8.730201,6.9075813,6.0
202,12.542063,2.6917322,1.0
203,14.037454,1.8459988,1.0
204,12.872984,2.235174,1.0
205,11.891993,5.614057,3.0
206,10.53789,4.7851973,9.0
207,10.009096,5.879133,5.0
208,10.288929,5.9561467,2.0
209,9.447516,5.5270333,9.0
210,11.896667,7.1712303,4.0
211,10.9298315,3.5027952,5.0
212,9.464373,6.2926207,9.0
213,11.656336,2.896763,3.0
214,10.110855,4.4530644,9.0
215,10.564455,5.212313,0.0
216,10.571275,4.263161,3.0
217,10.092776,3.7462962,6.0
218,10.954203,2.84658,5.0
219,9.449985,5.1606717,5.0
220,10.710238,5.2498116,7.0
221,9.352484,5.406085,2.0
222,6.929843,4.5066957,2.0
223,10.325262,3.870088,7.0
224,14.252103,3.0940342,1.0
225,9.330281,4.994376,2.0
226,8.805869,3.5815363,8.0
227,13.9027405,5.520791,4.0
228,12.609911,2.3380067,1.0
229,13.154542,4.104946,7.0
230,9.906425,4.8286595,3.0
231,12.519041,3.3953571,3.0
232,9.843986,4.5288105,8.0
233,9.32956,4.2070746,8.0
234,11.616956,3.7233267,7.0
235,12.314742,7.2181807,9.0
236,9.571209,4.022698,2.0
237,10.174011,4.8100367,2.0
238,11.306608,6.1628795,4.0
239,12.861129,1.2405806,1.0
240,10.191636,5.1820145,5.0
241,10.027797,5.4196672,9.0
242,7.8109827,2.891117,8.0
243,11.19959,5.4277244,7.0
244,11.8976555,4.0864935,2.0
245,10.025016,6.8210096,3.0
246,7.1587524,6.632674,0.0
247,11.026827,5.4361672,4.0
248,10.153886,5.418642,4.0
249,11.014036,3.7038295,2.0
250,10.012025,4.9533696,4.0
251,12.8135805,2.5924878,1.0
252,10.779242,5.277844,9.0
253,11.949782,4.807043,5.0
254,11.9529505,5.300743,7.0
255,11.159143,4.225428,7.0
256,9.909605,3.9009552,2.0
257,10.098549,3.013898,8.0
258,8.15935,5.132089,2.0
259,9.038078,7.419788,6.0
260,8.800117,3.8158336,8.0
261,11.188925,2.4894357,5.0
262,11.425203,5.008151,7.0
263,11.5664425,3.453035,7.0
264,11.595951,4.8363256,9.0
265,10.585886,1.0091454,1.0
266,8.665238,4.542632,8.0
267,10.4504595,1.4247961,1.0
268,9.21746,6.392267,8.0
269,9.526869,7.9101105,0.0
270,9.147302,4.719404,3.0
271,9.657983,6.507912,0.0
272,12.776076,1.2427914,1.0
273,10.087433,4.5443144,9.0
274,9.916019,5.601725,9.0
275,10.754704,5.846891,4.0
276,12.475631,1.1140342,1.0
277,8.127748,3.9966178,8.0
278,9.975978,5.259976,2.0
279,14.527744,1.7771269,1.0
280,9.133907,3.7575235,2.0
281,10.296994,4.5728254,9.0
282,11.281186,3.216545,7.0
283,11.184884,3.4413471,5.0
284,11.12453,7.0794683,9.0
285,9.354108,4.652442,2.0
286,10.446271,4.4198112,6.0
287,8.127834,7.2414994,4.0
288,12.294391,1.9135795,1.0
289,11.234747,5.7442737,5.0
290,10.369264,5.6111393,8.0
291,9.749404,5.117349,2.0
292,10.724292,5.653965,9.0
293,9.156806,4.0732255,2.0
294,10.086833,7.1230264,0.0
295,10.635278,5.7878346,4.0
296,7.057904,6.1455126,0.0
297,9.306861,7.688442,0.0
298,8.744041,5.724116,2.0
299,10.739081,3.6545072,8.0
300,11.50172,4.6210036,4.0
301,8.894466,4.2396355,7.0
302,12.767989,1.2482065,1.0
303,11.698291,6.8401737,2.0
304,10.910317,4.3666553,4.0
305,7.747236,7.114016,0.0
306,10.159118,4.593943,2.0
307,12.544739,4.6592636,7.0
308,10.24607,4.0702724,4.0
309,11.477347,5.108291,3.0
310,11.635219,6.309068,3.0
311,6.342625,5.1799445,0.0
312,9.616504,5.984138,0.0
313,10.146898,6.667109,3.0
314,12.670441,1.2814009,1.0
315,10.140135,5.034234,9.0
316,11.211724,4.1427045,6.0
317,9.955955,3.1259768,5.0
318,9.086001,6.449939,2.0
319,8.857403,7.193419,5.0
320,12.177921,2.3283796,9.0
321,11.409568,3.0898292,2.0
322,10.918888,5.236058,9.0
323,11.631547,4.3300786,3.0
324,10.274246,5.851162,0.0
325,10.906822,4.8191667,4.0
326,10.825114,4.9068723,2.0
327,8.989762,6.599061,0.0
328,11.255815,3.9191298,7.0
329,10.946813,0.9050337,1.0
330,12.281334,1.1082698,1.0
331,10.147094,4.0476837,2.0
332,12.151114,1.2502316,1.0
333,10.597893,4.089595,5.0
334,11.393269,5.3629084,3.0
335,11.103492,5.03361,3.0
336,10.672538,6.087428,9.0
337,11.024316,4.939116,7.0
338,8.37559,5.579493,8.0
339,9.953189,5.454478,6.0
340,9.570442,4.089034,5.0
341,12.604827,6.5432158,6.0
342,12.3233385,0.7428092,1.0
343,9.367843,5.556487,3.0
344,10.859115,5.068754,8.0
345,10.894636,1.0325594,1.0
346,9.900486,4.4830317,0.0
347,9.118135,3.7245755,5.0
348,12.502346,1.7399286,1.0
349,11.139777,4.52008,3.0
350,10.696056,2.696786,1.0
351,9.9429455,5.09283,5.0
352,7.9857106,6.652954,5.0
353,7.7035275,5.010638,6.0
354,11.977658,3.2328477,1.0
355,9.579694,2.5381365,8.0
356,9.154966,4.320888,5.0
357,13.466098,1.9621727,1.0
358,11.689654,5.777247,7.0
359,10.398962,5.2070913,9.0
360,8.804838,6.8987436,4.0
361,9.611375,5.904603,6.0
362,10.648724,5.3113065,2.0
363,11.253805,4.0937586,2.0
364,9.453934,5.4178834,5.0
365,10.93934,6.2858915,0.0
366,10.526737,6.3085623,6.0
367,9.736051,6.5865693,5.0
368,11.816792,6.17813,6.0
369,11.337114,5.30712,3.0
370,11.450717,4.9528275,7.0
371,9.703241,4.0881786,2.0
372,8.636511,7.31625,0.0
373,9.759682,4.133005,8.0
374,10.8499155,4.844256,8.0
375,9.8874235,4.1490226,5.0
376,12.138745,5.31924,4.0
377,13.709765,1.268626,1.0
378,13.4977255,1.0650606,1.0
379,11.488242,6.4306803,4.0
380,8.367997,7.333204,0.0
381,10.683533,5.966264,3.0
382,9.843503,5.234029,3.0
383,13.043532,4.812306,7.0
384,9.450991,6.6833396,6.0
385,13.5333605,1.4353884,1.0
386,11.078609,6.040405,6.0
387,10.979098,5.4069834,2.0
388,12.720817,3.1093855,1.0
389,11.16169,4.2224345,9.0
390,8.194009,6.001713,2.0
391,9.381114,4.6053314,8.0
392,11.628896,6.3241844,6.0
393,12.668257,1.0424898,1.0
394,12.8098345,5.741102,9.0
395,9.785498,5.0808578,5.0
396,9.180284,4.056744,2.0
397,10.542785,5.945798,5.0
398,11.553212,7.2133355,4.0
399,10.110067,5.4371147,4.0
400,9.170511,4.959329,2.0
401,11.556376,4.9960227,8.0
402,9.09161,6.2178454,3.0
403,11.259307,4.76715,8.0
404,10.819751,5.3248496,2.0
405,8.854907,6.408371,4.0
406,7.4719377,4.8290243,5.0
407,9.161981,6.6030188,0.0
408,10.486015,5.8202047,3.0
409,11.895145,1.8168226,1.0
410,11.512204,5.52496,7.0
411,12.556476,2.9204195,7.0
412,7.859312,3.943353,5.0
413,9.45191,4.8192205,7.0
414,12.094601,5.3912497,9.0
415,11.590754,5.731076,7.0
416,12.1365385,0.8405389,1.0
417,11.465796,3.7179983,9.0
418,9.525865,4.9853435,2.0
419,13.877992,1.6363723,1.0
420,12.190996,5.671177,4.0
421,9.691191,6.1536913,2.0
422,11.174207,5.3871226,9.0
423,9.484064,4.1993117,2.0
424,9.272338,7.4299917,0.0
425,10.252058,5.768651,4.0
426,12.842201,4.5856147,9.0
427,13.006656,1.4018055,1.0
428,10.602941,5.007906,4.0
429,11.071714,4.510852,8.0
430,13.140044,1.6904595,1.0
431,11.336745,6.0272098,8.0
432,11.183417,6.3385057,4.0
433,10.457266,4.095862,5.0
434,12.466922,5.0993547,9.0
435,10.05882,3.4507399,8.0
436,11.5786295,3.2780032,8.0
437,7.618168,3.8848212,3.0
438,12.156432,5.1691427,7.0
439,12.209305,5.5232005,6.0
440,6.7289824,5.667329,0.0
441,10.074495,6.7694626,0.0
442,9.112494,4.6969724,3.0
443,13.010405,5.744842,0.0
444,9.703298,3.613881,2.0
445,9.8340435,7.268118,6.0
446,8.966868,5.143458,6.0
447,9.528148,3.0455427,4.0
448,9.326156,3.1349134,9.0
449,7.5738993,4.9631658,3.0
450,8.829138,4.0822716,3.0
451,8.561622,4.0444937,3.0
452,10.671699,3.575241,2.0
453,9.127812,6.106595,3.0
454,11.292295,6.742695,9.0
455,11.274348,1.9090755,1.0
456,12.287154,3.9991717,2.0
457,10.708923,5.5087485,6.0
458,9.365329,3.6508164,8.0
459,9.844244,8.296442,0.0
460,11.332698,3.62077,5.0
461,8.427341,6.8757935,6.0
462,7.557266,5.649897,6.0
463,9.039467,6.589444,6.0
464,9.154489,3.0463388,3.0
465,9.445057,4.1118517,8.0
466,10.45181,3.371446,8.0
467,9.029984,4.068171,2.0
468,8.837179,3.425243,7.0
469,9.561227,5.3653383,5.0
470,10.676612,4.2387724,8.0
471,12.399909,5.1042275,9.0
472,10.268321,7.388003,6.0
473,13.438391,1.6672233,1.0
474,8.511969,3.7832394,8.0
475,7.426798,6.681417,4.0
476,12.1654215,0.69993085,1.0
477,10.766232,5.110154,2.0
478,10.552437,5.5056543,5.0
479,11.353552,6.1457343,9.0
480,13.150222,2.815994,1.0
481,11.170547,5.8201804,9.0
482,10.483426,6.211837,7.0
483,11.663105,3.7951238,5.0
484,12.063256,6.6875563,4.0
485,11.100374,7.10157,0.0
486,10.068292,5.7824874,8.0
487,10.741078,5.6131263,9.0
488,12.034194,5.020574,9.0
489,13.698487,2.0758715,1.0
490,9.567063,7.5766,0.0
491,11.371955,5.309299,5.0
492,9.833469,4.9077907,2.0
493,8.12476,4.909764,3.0
494,9.932472,4.420246,7.0
495,7.874235,4.404607,8.0
496,11.309148,5.7202597,9.0
497,11.881205,3.4081872,4.0
498,11.220184,5.5549273,0.0
499,13.015094,4.908019,6.0
500,8.830559,4.155276,3.0
501,9.544987,6.1537127,9.0
502,10.058019,4.218902,5.0
503,7.63722,4.8059506,2.0
504,13.834207,1.6682297,1.0
505,8.852568,3.338848,3.0
506,13.252469,2.825609,1.0
507,10.603813,4.693628,3.0
508,10.292517,4.934697,6.0
509,10.908593,4.76963,5.0
510,10.009985,3.9579668,7.0
511,11.703486,2.7975783,4.0
512,10.2631645,4.076541,2.0
513,7.9269056,4.0906215,2.0
514,8.899766,6.4595304,6.0
515,12.339457,5.013779,3.0
516,10.971126,6.092646,2.0
517,9.980307,6.1674204,6.0
518,10.388896,5.1655846,5.0
519,11.771657,4.0880213,4.0
520,10.634634,2.977314,8.0
521,12.064732,4.9666214,9.0
522,10.361181,6.2371407,7.0
523,10.913127,3.8158584,1.0
524,10.619699,6.6391487,3.0
525,9.771686,7.619209,0.0
526,9.180237,4.570309,3.0
527,7.2955036,4.5921407,8.0
528,10.143071,5.8413553,3.0
529,11.924743,0.7005486,1.0
530,11.617611,5.2847257,9.0
531,11.321137,4.063357,3.0
532,11.721723,5.4102726,4.0
533,10.514648,6.456856,4.0
534,9.965542,5.581492,6.0
535,10.477229,7.5651293,4.0
536,9.516613,3.8004708,2.0
537,12.544989,1.4376465,1.0
538,11.917675,4.202721,8.0
539,8.440562,4.5688186,2.0
540,9.749401,4.2782784,5.0
541,10.879764,5.9159527,4.0
542,13.19541,5.382634,8.0
543,11.961648,6.377737,8.0
544,10.8270035,6.167403,4.0
545,10.477527,6.891843,0.0
546,8.840147,7.8474474,0.0
547,9.048189,3.6723595,2.0
548,10.767842,4.4404907,3.0
549,7.92927,5.7526374,2.0
550,11.962071,5.419802,7.0
551,12.107667,3.115775,7.0
552,9.171009,4.8358912,0.0
553,8.908102,5.120707,8.0
554,10.157484,4.7082925,7.0
555,11.992644,5.6465306,4.0
556,9.362741,6.6096644,4.0
557,10.472117,4.568235,7.0
558,11.157224,4.4033685,9.0
559,8.6056185,7.2507105,6.0
560,12.631827,4.604748,9.0
561,9.349701,7.809322,0.0
562,13.00429,6.9149017,9.0
563,11.719157,4.804705,8.0
564,10.587416,7.3649344,0.0
565,11.405638,4.7115993,4.0
566,12.261302,4.3312097,6.0
567,10.919406,7.256374,0.0
568,9.709799,5.6152124,6.0
569,10.074645,6.1356635,3.0
570,9.689879,4.2807364,5.0
571,11.2970295,5.154679,4.0
572,10.77224,4.2900424,8.0
573,9.947842,5.524882,3.0
574,11.021009,4.499621,3.0
575,10.238631,4.199975,9.0
576,9.002627,3.9591289,3.0
577,10.650147,4.6634226,3.0
578,9.789629,4.1295576,3.0
579,11.23529,4.6252007,7.0
580,8.753002,2.5765228,8.0
581,8.517259,7.6306295,0.0
582,11.514962,5.1813245,8.0
583,10.425671,4.4108515,2.0
584,11.125562,2.0680783,1.0
585,11.226448,5.2423162,7.0
586,10.068525,7.471828,0.0
587,8.968939,5.7722445,6.0
588,9.576811,6.5413938,5.0
589,13.171915,6.3875628,4.0
590,9.000821,5.2585196,3.0
591,10.227739,5.0194373,8.0
592,9.210524,6.8002543,0.0
593,10.762339,3.9997363,9.0
594,9.9163065,4.963144,6.0
595,10.664708,6.044035,3.0
596,10.3579235,5.4367414,8.0
597,8.402967,6.9123025,0.0
598,11.106911,4.46333,9.0
599,10.7761345,5.954883,9.0
600,11.052604,6.6267715,6.0
601,9.742115,4.300106,8.0
602,8.458853,7.1891556,6.0
603,10.705585,4.5442986,8.0
604,9.861309,3.7206616,5.0
605,11.486053,3.7835164,7.0
606,10.820035,4.9492497,8.0
607,10.021457,6.453606,6.0
608,9.653072,7.702726,0.0
609,10.582646,4.37022,2.0
610,9.635859,5.242124,4.0
611,8.39642,6.983448,0.0
612,9.022862,4.940819,2.0
613,11.687072,3.5767825,2.0
614,12.734445,2.7692406,3.0
615,11.069,3.265452,1.0
616,11.252599,5.740476,9.0
617,9.418049,4.261723,7.0
618,9.664428,5.299997,5.0
619,10.035442,3.1696,1.0
620,10.008725,7.802879,0.0
621,11.368863,3.1183987,8.0
622,11.024874,5.5848713,4.0
623,9.82197,4.929472,6.0
624,11.515045,3.2626503,2.0
625,8.414098,6.8791914,6.0
626,10.273167,4.057021,7.0
627,12.687743,5.6536946,9.0
628,11.297882,5.8817024,3.0
629,11.211067,6.628488,2.0
630,11.572721,6.395142,9.0
631,8.679551,4.476879,8.0
632,8.370267,4.6407766,2.0
633,10.549403,5.198656,2.0
634,10.426537,6.75327,9.0
635,10.27426,4.4157205,2.0
636,11.486247,5.9251294,7.0
637,9.1412945,5.9388585,3.0
638,11.107749,3.122769,5.0
639,10.775822,3.2969341,9.0
640,10.929769,2.4156115,1.0
641,10.0758505,4.6977077,8.0
642,9.079457,7.0703807,0.0
643,9.063399,3.7669299,2.0
644,10.520549,6.8456507,0.0
645,8.963551,4.2505054,5.0
646,10.898117,4.9392314,2.0
647,11.955617,1.8392143,1.0
648,7.816161,4.3085513,3.0
649,12.782722,5.7704716,7.0
650,11.71625,5.353552,6.0
651,10.127838,4.467034,7.0
652,12.085952,0.8135883,1.0
653,9.190178,3.411828,2.0
654,8.334101,6.2673717,5.0
655,7.5614066,3.8249629,8.0
656,8.112471,6.8764586,0.0
657,9.348658,5.1276026,3.0
658,9.516768,5.0780673,7.0
659,9.508516,3.9741993,2.0
660,12.304961,6.2821236,4.0
661,10.544969,4.5549507,0.0
662,11.134861,5.6601377,9.0
663,12.145629,0.7595578,1.0
664,9.851215,3.7016764,8.0
665,7.8076234,6.749562,6.0
666,12.427511,3.9616294,7.0
667,14.542406,3.2488856,7.0
668,11.219632,6.378342,4.0
669,11.372608,4.243959,3.0
670,9.900113,3.8128026,4.0
671,9.10647,7.8281827,9.0
672,12.842536,1.4998391,1.0
673,8.365135,4.00216,9.0
674,10.511392,4.8424325,5.0
675,12.623225,0.7919931,1.0
676,9.194815,3.8549154,7.0
677,8.114298,4.6924095,3.0
678,10.776584,5.9678907,9.0
679,11.812586,3.8232424,7.0
680,9.778104,7.0586,6.0
681,10.652302,5.9969244,9.0
682,12.871855,1.7339408,1.0
683,11.995819,4.795812,3.0
684,9.599876,4.8501096,7.0
685,9.6569395,4.2290406,8.0
686,9.948022,4.058964,3.0
687,11.420257,6.227366,3.0
688,10.296274,4.0540223,6.0
689,13.211346,4.7063003,7.0
690,9.559924,4.2030096,2.0
691,9.786676,5.7173004,8.0
692,11.365855,2.829904,5.0
693,9.605717,2.9265447,8.0
694,9.363798,2.2734141,5.0
695,12.683431,1.76223,1.0
696,13.046445,2.3631656,1.0
697,11.603262,5.775247,4.0
698,10.485433,6.547102,4.0
699,11.253599,4.200622,3.0
700,11.8326845,2.5165384,1.0
701,7.6852074,5.6021266,0.0
702,10.346407,2.9379256,7.0
703,10.963174,5.5394664,7.0
704,9.610801,6.853973,0.0
705,11.549411,4.9443164,7.0
706,11.888953,5.9022107,9.0
707,10.571946,3.7804916,4.0
708,11.108655,5.523523,4.0
709,9.494163,2.9931316,8.0
710,8.86762,3.8724303,5.0
711,8.786172,5.450565,5.0
712,10.587135,4.833029,4.0
713,10.243759,7.442328,0.0
714,9.661177,6.0661616,8.0
715,8.078215,4.9006963,2.0
716,13.328258,1.9134972,1.0
717,7.9929323,7.0104647,0.0
718,9.31893,3.302384,8.0
719,8.359525,6.3343625,4.0
720,8.138307,6.009364,5.0
721,8.797971,7.001809,0.0
722,10.72423,6.4078093,4.0
723,11.751162,6.55718,0.0
724,11.7812195,7.443202,6.0
725,13.334605,1.6161351,1.0
726,11.774649,5.7398243,7.0
727,10.302169,4.7324867,3.0
728,9.520705,4.566141,2.0
729,9.37503,5.669211,6.0
730,10.844791,6.8606954,7.0
731,9.291483,6.08093,2.0
732,8.932637,6.6919203,6.0
733,10.749797,6.1255255,9.0
734,11.488262,3.8455887,3.0
735,12.208863,1.2011687,1.0
736,7.958943,5.3157153,4.0
737,8.835337,7.064072,6.0
738,8.7404375,5.1067824,2.0
739,10.239513,5.049017,5.0
740,11.138128,5.055541,4.0
741,10.781536,3.654461,2.0
742,7.409701,5.974266,0.0
743,11.14084,4.8672824,6.0
744,9.546606,6.3882093,2.0
745,11.261056,2.2693064,1.0
746,11.356158,4.059373,7.0
747,10.168277,4.8923874,3.0
748,11.320654,5.796542,4.0
749,14.30552,1.8479686,1.0
750,9.47638,7.826729,0.0
751,7.166278,4.5353165,5.0
752,10.259732,4.4483194,4.0
753,9.864915,4.635107,3.0
754,13.140782,1.6341546,1.0
755,12.811454,1.4434654,1.0
756,10.838755,4.016687,7.0
757,12.128401,5.7449737,4.0
758,11.702244,5.1845765,9.0
759,11.612461,4.3864217,9.0
760,12.149564,4.105802,4.0
761,8.650082,2.965405,8.0
762,9.354123,7.2777286,4.0
763,9.003716,7.522482,0.0
764,9.704387,5.3979864,2.0
765,11.9423,5.47118,4.0
766,7.5195775,3.3054307,5.0
767,13.031341,2.6857612,1.0
768,11.921752,0.87724036,1.0
769,10.723763,5.012945,6.0
770,9.507053,5.354237,4.0
771,10.674416,5.4471726,7.0
772,12.322704,1.1950908,1.0
773,11.751127,5.6922174,9.0
774,13.285343,6.0977383,4.0
775,9.834303,4.196173,2.0
776,9.517293,6.51885,4.0
777,10.724374,1.4832203,1.0
778,9.431804,5.803536,5.0
779,11.524145,3.1811872,5.0
780,9.439223,6.188009,3.0
781,11.72192,6.0253186,8.0
782,8.950435,5.738093,3.0
783,13.204394,1.3685241,1.0
784,9.954035,6.37027,4.0
785,10.129093,6.2319927,5.0
786,10.823514,6.3754983,6.0
787,8.46466,4.724923,8.0
788,11.87332,5.850769,9.0
789,11.536809,6.352804,4.0
790,11.759128,1.0637883,1.0
791,10.721206,6.443671,5.0
792,8.410909,4.628167,3.0
793,9.7790165,4.413477,8.0
794,9.347455,6.717339,0.0
795,10.653143,3.9330149,3.0
796,7.9444256,5.426514,2.0
797,11.621394,3.0815747,5.0
798,11.512605,2.08539,1.0
799,8.356273,4.6445355,2.0
800,9.933341,5.976889,8.0
801,8.394288,4.894966,3.0
802,10.798497,6.4789743,4.0
803,10.184866,7.1646504,4.0
804,7.7061224,7.133115,0.0
805,9.420437,2.8665984,8.0
806,10.562589,5.33914,8.0
807,9.044068,4.721003,3.0
808,10.618241,6.0514007,3.0
809,13.482033,1.5234236,1.0
810,8.627489,5.0226526,7.0
811,9.809046,4.102758,3.0
812,9.083675,4.734182,5.0
813,9.928735,4.54086,9.0
814,10.710932,4.9826827,6.0
815,10.374214,4.5084743,3.0
816,8.896381,3.1811092,2.0
817,9.473607,7.5484343,6.0
818,12.228514,2.3710282,1.0
819,9.527052,5.508972,3.0
820,8.616512,5.7230134,6.0
821,9.960132,7.7107396,0.0
822,9.501107,6.0841994,7.0
823,8.322017,4.6042013,2.0
824,13.897647,1.9939973,1.0
825,10.920513,4.988304,7.0
826,12.331619,0.86413556,1.0
827,11.581542,4.9020095,4.0
828,10.049011,4.779124,2.0
829,9.285795,4.229959,4.0
830,12.071926,6.0347943,2.0
831,12.017691,1.4818858,1.0
832,12.30096,5.15922,7.0
833,10.787151,4.459082,9.0
834,10.345483,3.5875683,6.0
835,13.221303,2.0982416,1.0
836,12.3798685,2.354943,1.0
837,10.847952,4.636233,2.0
