,x,y,labels
217,1.7191797,-0.05400312,6.0
218,-0.29381803,0.9372162,5.0
219,0.90617,-0.4159214,5.0
220,-2.0203762,0.70503795,7.0
221,-0.2182284,-0.4411601,2.0
222,-0.32937658,-0.806832,2.0
223,-1.1920996,1.6017594,7.0
224,2.0437481,2.2519681,1.0
225,-0.09484745,-0.27951306,2.0
226,-0.36657462,0.06901683,8.0
227,-0.32736546,0.80654144,4.0
228,2.3709607,2.8813028,1.0
229,-1.1777446,2.3892379,7.0
230,0.37268597,-0.23049915,3.0
231,0.4481824,0.7214659,3.0
232,-0.101687364,-0.12313093,8.0
233,-0.9718291,0.8290971,8.0
234,-0.56894237,1.8054531,7.0
235,-1.9584181,0.510865,9.0
236,-0.23066348,-0.5272601,2.0
237,0.32408974,-0.45582384,2.0
238,-2.0128562,0.36911848,4.0
239,0.2032508,3.7192354,1.0
240,-0.020261697,-0.005307365,5.0
241,-0.51223236,-0.13247104,9.0
242,0.9134955,-0.0860979,8.0
243,-1.269319,0.3095394,7.0
244,-0.0076721683,-0.11730693,2.0
245,-0.3783834,-0.5306759,3.0
246,-1.635608,-2.2344148,0.0
247,1.0964168,-0.5776158,4.0
248,-2.477135,0.27984816,4.0
249,0.5730945,-0.12834965,2.0
250,-1.0642089,0.23562875,4.0
251,0.13493091,2.1755157,1.0
252,-1.8697331,0.5196538,9.0
253,0.24382293,0.18192384,5.0
254,-1.7921832,1.3506126,7.0
255,-0.47896567,1.2098815,7.0
256,0.15171728,-0.018509366,2.0
257,0.4259331,0.3630908,8.0
258,0.102126695,-0.87185967,2.0
259,-0.51504296,-1.2170177,6.0
260,0.23342416,0.34600192,8.0
261,1.190462,0.45641202,5.0
262,-2.2480958,0.9623125,7.0
263,-1.7199821,2.8265676,7.0
264,-0.6081876,0.12297814,9.0
265,0.3844248,3.4686413,1.0
266,0.20912981,-0.34571105,8.0
267,0.2945786,3.1723113,1.0
268,-0.37998766,-0.37408608,8.0
269,-0.2884189,-1.8555529,0.0
270,-0.324252,-0.17584142,3.0
271,0.09369568,-1.4006772,0.0
272,0.17232713,3.6026745,1.0
273,-1.3348558,0.614558,9.0
274,-2.1545942,-0.24973929,9.0
275,-1.6799606,0.25421265,4.0
276,1.3096151,3.6583803,1.0
277,-0.37086266,0.28391802,8.0
278,-0.2156468,-0.43550527,2.0
279,0.28315213,3.7229972,1.0
280,0.07936639,-0.43466872,2.0
281,-1.2367625,0.9281868,9.0
282,-0.0031998456,1.2845166,7.0
283,-0.05022811,0.71008503,5.0
284,-1.5322521,-0.09190807,9.0
285,-0.22501504,-0.6407274,2.0
286,0.5876171,-0.35857704,6.0
287,-2.2160866,-0.6513551,4.0
288,1.5123922,2.7433412,1.0
289,-0.24148259,-0.30641782,5.0
290,-1.0032864,-0.14820355,8.0
291,0.07434977,-0.5876656,2.0
292,-1.6068884,0.16609156,9.0
293,-0.28105488,-0.4798627,2.0
294,-0.1848309,-1.4495306,0.0
295,-1.314665,-0.006278664,4.0
296,-0.29579115,-3.3386083,0.0
297,-0.82750374,-2.1881385,0.0
298,-0.023919888,-0.60788375,2.0
299,0.27630538,0.25659972,8.0
300,0.15565777,0.08620334,4.0
301,-0.9444999,0.03504835,7.0
302,0.32081407,3.5034287,1.0
303,-0.88406676,-0.2746473,2.0
304,-0.5758221,0.7683514,4.0
305,-1.5793014,-2.1843035,0.0
306,-0.047411185,-0.527639,2.0
307,-0.7194908,1.1678193,7.0
308,-1.0669264,0.7050162,4.0
309,-0.11048463,-0.17146525,3.0
310,-0.08055708,-0.18807088,3.0
311,-0.46930513,-1.7835481,0.0
312,0.64509356,-1.8242652,0.0
313,-0.37549028,-0.44282264,3.0
314,0.3751506,3.5535812,1.0
315,-2.0059273,0.6329894,9.0
316,1.5412183,-0.014524579,6.0
317,0.7424864,0.18963748,5.0
318,-0.16922942,-0.5879584,2.0
319,-0.51246536,-0.9442249,5.0
320,-0.14856055,2.1650877,9.0
321,-0.04358468,1.2182047,2.0
322,-1.5926871,0.29623005,9.0
323,0.22016966,0.43459776,3.0
324,-0.098893225,-0.57983464,0.0
325,-0.46674287,0.9901727,4.0
326,0.34067565,-0.58344406,2.0
327,0.6941777,-2.282269,0.0
328,-0.87380713,1.1329687,7.0
329,0.5385316,3.4567997,1.0
330,0.35058627,3.7923236,1.0
331,-0.18558861,-0.31085837,2.0
332,0.93122077,3.9244716,1.0
333,-0.22283068,0.24261963,5.0
334,-0.09982178,-0.06315762,3.0
335,-0.06409603,-0.1350191,3.0
336,-1.4028298,-0.041591085,9.0
337,-1.8285267,1.2747436,7.0
338,-0.654455,-0.8655599,8.0
339,0.24989259,-0.6835339,6.0
340,0.6173973,-0.42734802,5.0
341,-0.7337011,-0.22081757,6.0
342,0.4202088,3.8252459,1.0
343,0.024565317,-0.39705944,3.0
344,-0.3123219,-0.002418857,8.0
345,0.2854938,3.4519274,1.0
346,0.6139988,-0.09814183,0.0
347,-0.26626962,0.3302105,5.0
348,1.6850004,3.3936934,1.0
349,-0.8991439,0.47723088,3.0
350,0.08285401,1.2635367,1.0
351,-0.33528084,-0.016285509,5.0
352,-0.90080774,-1.6001422,5.0
353,0.30987167,-0.9319675,6.0
354,3.575065,1.2472217,1.0
355,0.87251,0.31942436,8.0
356,-0.0077539682,0.18440717,5.0
357,0.27250743,3.1068225,1.0
358,-1.2327758,0.1563545,7.0
359,-1.0539789,0.47195175,9.0
360,-2.138109,-0.6240897,4.0
361,-0.07827366,-0.7020446,6.0
362,-0.63846296,0.058657024,2.0
363,-0.07387686,-0.57276624,2.0
364,-0.8242254,0.032061152,5.0
365,0.5935307,-0.821934,0.0
366,0.18880185,-0.56242424,6.0
367,-0.71996456,-0.43241495,5.0
368,0.41079986,-0.46446294,6.0
369,0.18952954,0.12388563,3.0
370,-1.4263098,0.48500052,7.0
371,-0.23349652,-0.5991176,2.0
372,-1.2788311,-1.3714294,0.0
373,-0.453515,0.029801754,8.0
374,-0.29810834,0.09456893,8.0
375,0.14267099,0.24100468,5.0
376,-0.89889497,0.6236962,4.0
377,1.0658605,3.6579843,1.0
378,0.81255275,4.062941,1.0
379,-1.6810489,0.16203654,4.0
380,-1.5881478,-2.378201,0.0
381,-1.0299957,-0.18790753,3.0
382,-0.37629262,-0.07902778,3.0
383,-1.1096513,1.9784932,7.0
384,0.46938998,-0.97164375,6.0
385,1.1809678,3.660749,1.0
386,0.69906676,-0.56086063,6.0
387,-0.6771368,-0.40953404,2.0
388,3.142121,1.8881929,1.0
389,-0.95705706,1.0075567,9.0
390,-0.1677073,-0.8980328,2.0
391,-0.015186474,0.055222437,8.0
392,0.74177325,-0.7154928,6.0
393,0.71381325,3.5241387,1.0
394,-1.1401991,0.8827518,9.0
395,-0.017120205,-0.0294009,5.0
396,0.21022475,-0.678788,2.0
397,-0.1007044,-0.11528683,5.0
398,-1.903694,-0.08336117,4.0
399,-1.5767663,-0.19211859,4.0
400,1.1126205,-1.1372674,2.0
401,-0.0709982,0.19427305,8.0
402,-0.44555616,-0.59885716,3.0
403,-0.8628004,0.589613,8.0
404,0.033894986,-0.013493996,2.0
405,-2.3296642,-0.6965446,4.0
406,-0.20843804,-0.9411673,5.0
407,-0.58337057,-2.3214552,0.0
408,-0.19354212,-0.4964853,3.0
409,0.30924,2.8313146,1.0
410,-2.6840923,0.94970423,7.0
411,-0.28328642,1.8120794,7.0
412,-0.40002295,0.07617524,5.0
413,-2.5080087,1.4488268,7.0
414,-1.2112882,0.2525413,9.0
415,-2.012884,1.1232014,7.0
416,0.96880287,3.5976956,1.0
417,-1.0495715,1.3944681,9.0
418,0.16423291,-0.4958182,2.0
419,0.29896474,3.5197158,1.0
420,-1.3069,0.73035747,4.0
421,0.32177275,-0.7404402,2.0
422,-1.2966845,0.44382444,9.0
423,-0.16038224,-0.6142002,2.0
424,-0.7350914,-1.8845797,0.0
425,-1.2773094,-0.24477926,4.0
426,-0.45235145,1.3806231,9.0
427,0.2114841,3.531443,1.0
428,-0.3059786,0.21485597,4.0
429,-0.51848143,-0.08819399,8.0
430,1.5232644,3.5193791,1.0
431,-0.41751575,-0.18601751,8.0
432,-0.84742373,-0.06235128,4.0
433,-0.1433965,0.34196627,5.0
434,-0.9690787,0.5810341,9.0
435,-0.20624009,0.89143485,8.0
436,-0.085952215,0.89511216,8.0
437,-0.47529662,-0.39189112,3.0
438,-1.9492972,1.9832315,7.0
439,0.79268855,-0.41870853,6.0
440,-0.76361626,-2.8620696,0.0
441,0.6555271,-1.7178078,0.0
442,-0.22830147,-0.17264438,3.0
443,0.11010409,0.3314792,0.0
444,0.2542919,0.34278163,2.0
445,-0.03697353,-1.896913,6.0
446,0.2298539,-0.7447276,6.0
447,0.26155066,0.30984116,4.0
448,0.3846115,0.38327077,9.0
449,-0.42585152,-0.5376837,3.0
450,-0.007450983,-0.0017189328,3.0
451,-0.08410311,-0.011349428,3.0
452,-0.13941109,-0.51574874,2.0
453,-0.60063463,-0.84376234,3.0
454,-2.280121,0.16955818,9.0
455,1.7933198,2.967897,1.0
456,-0.018460188,0.12891468,2.0
457,0.3731345,-0.10906294,6.0
458,-0.2883504,0.52316463,8.0
459,-0.77006894,-1.5882981,0.0
460,-0.8388509,0.87096226,5.0
461,-1.0218829,-0.6214285,6.0
462,-0.48755795,-0.9116295,6.0
463,0.013573222,-1.0342493,6.0
464,-0.25162247,0.5986965,3.0
465,-0.31001732,0.20831111,8.0
466,0.49948353,0.21638276,8.0
467,-0.53614074,-0.45148158,2.0
468,0.24123737,0.23338056,7.0
469,-0.64159083,-0.050130166,5.0
470,0.061846443,0.26950127,8.0
471,-1.0487354,1.131618,9.0
472,-0.21293986,-0.76860803,6.0
473,0.1303446,3.077386,1.0
474,-0.1569434,0.13522601,8.0
475,-2.778238,-0.878458,4.0
476,0.51001114,3.4791179,1.0
477,0.32602084,-0.4405062,2.0
478,-0.029682092,-0.14309889,5.0
479,-0.63412076,-0.14827105,9.0
480,2.2399528,2.8022294,1.0
481,-1.2577143,0.2359743,9.0
482,-1.7906115,0.059020273,7.0
483,0.27045017,0.70209724,5.0
484,-1.2842207,0.35981882,4.0
485,0.33726823,-1.4689934,0.0
486,-0.90146136,0.30001643,8.0
487,-1.8027742,0.5132879,9.0
488,-1.1649284,1.5594993,9.0
489,1.7487788,3.367299,1.0
490,-0.33072048,-1.5238059,0.0
491,0.0432413,0.1324763,5.0
492,1.1230757,-0.26924124,2.0
493,-0.3869858,-0.59553194,3.0
494,-2.0585938,1.9925508,7.0
495,0.84436303,-0.7651517,8.0
496,-1.3578166,0.15828964,9.0
497,-0.08761841,1.1523769,4.0
498,0.28231454,0.010359272,0.0
499,0.89984566,-0.10737923,6.0
500,-0.30186895,-0.24666175,3.0
501,-2.9009335,-0.3916419,9.0
502,1.5329045,-0.27082768,5.0
503,-0.28188285,-0.8137422,2.0
504,0.42424577,3.7175257,1.0
505,0.03441058,1.42119825e-05,3.0
506,2.265231,2.46836,1.0
507,0.017869256,0.046234466,3.0
508,0.53876626,-0.05855713,6.0
509,0.05450201,0.13992417,5.0
510,-0.39987764,0.5968805,7.0
511,0.57319677,1.102375,4.0
512,-0.16312838,-0.44468805,2.0
513,-0.16722918,-0.79217964,2.0
514,-0.40794718,-0.68770117,6.0
515,0.046272762,0.44511202,3.0
516,0.3708102,-0.7092336,2.0
517,0.50135547,-0.80630535,6.0
518,-0.075962216,0.17041102,5.0
519,-0.4543395,0.90856934,4.0
520,0.6933128,0.97791505,8.0
521,-0.5645335,0.5865772,9.0
522,-2.1785142,0.32857227,7.0
523,2.7743084,0.52550733,1.0
524,-0.44517082,-0.42552865,3.0
525,-0.3622133,-2.0291805,0.0
526,-0.21769148,-0.08555107,3.0
527,-0.4821314,-0.8373417,8.0
528,-0.86047745,-0.39161178,3.0
529,0.36615562,3.8553169,1.0
530,-0.6858203,0.22530335,9.0
531,0.3696982,-0.46727645,3.0
532,-0.4880806,0.2926526,4.0
533,-1.3348911,-0.24381113,4.0
534,0.44268733,-0.7432819,6.0
535,-2.7832196,-0.12442012,4.0
536,-0.43602693,-0.46261424,2.0
537,1.7942154,3.2490098,1.0
538,1.1617783,0.40016085,8.0
539,0.885311,-0.8150167,2.0
540,-0.30457956,0.046197817,5.0
541,-2.2820578,0.25104213,4.0
542,-0.21739522,-0.0044558886,8.0
543,-0.49695283,-0.1937935,8.0
544,-1.3633134,-0.015942723,4.0
545,0.61116654,-1.8620191,0.0
546,-1.1160223,-2.4383683,0.0
547,0.76259035,0.07728419,2.0
548,0.2781617,0.08503118,3.0
549,-0.17212385,-1.0524485,2.0
550,-0.6805589,1.1391625,7.0
551,-0.08473415,0.9620607,7.0
552,-0.016171936,-0.15028912,0.0
553,0.10398125,-0.4040501,8.0
554,-1.0875261,0.6081306,7.0
555,-0.77649826,0.777619,4.0
556,-3.6330721,-0.44601578,4.0
557,-1.1674116,0.8321133,7.0
558,-0.80930334,0.7712779,9.0
559,-1.3390584,-1.0077188,6.0
560,-0.92479163,1.3468058,9.0
561,-0.725459,-1.6447,0.0
562,-1.3819923,0.34823295,9.0
563,0.042899534,0.3528621,8.0
564,-0.13732928,-1.0853662,0.0
565,-0.76497126,1.0001233,4.0
566,1.2541893,0.0317069,6.0
567,-0.11512739,-1.020112,0.0
568,0.17586187,-0.6060941,6.0
569,-0.8301236,-0.32627705,3.0
570,-0.2221477,0.12416236,5.0
571,-1.6170911,0.70718384,4.0
572,-0.35772955,0.4991578,8.0
573,-0.1934681,-0.4565999,3.0
574,0.2503557,-0.09829602,3.0
575,-1.0501581,0.5236051,9.0
576,0.006642066,0.023282796,3.0
577,-0.45968404,0.23420215,3.0
578,-0.042594343,0.35364768,3.0
579,-1.1444429,1.574821,7.0
580,0.18648428,0.41341102,8.0
581,-0.840077,-1.8317254,0.0
582,0.107997455,-0.066137955,8.0
583,-0.06437374,-0.118853256,2.0
584,0.09790351,2.6110916,1.0
585,-1.6491263,0.6304037,7.0
586,-0.24986559,-1.7624178,0.0
587,0.044657677,-0.7429263,6.0
588,-1.0212781,-0.66641635,5.0
589,-0.884536,0.14935589,4.0
590,-0.23185173,-0.5275348,3.0
591,0.049209774,-0.26766467,8.0
592,-0.0033317432,-2.339531,0.0
593,-1.1000016,1.6871297,9.0
594,0.5374773,-0.5673334,6.0
595,-0.20258662,-0.25687402,3.0
596,-0.20940328,0.12997344,8.0
597,-1.5070312,-1.1061952,0.0
598,-0.87424606,0.81377614,9.0
599,-1.7690667,-0.028374545,9.0
600,0.37338483,-0.76078224,6.0
601,0.39158472,0.5244005,8.0
602,-1.3801036,-0.9994479,6.0
603,-0.22492415,0.34617937,8.0
604,-0.4448963,0.49613008,5.0
605,0.32640868,0.9106776,7.0
606,0.28196257,-0.0034269094,8.0
607,0.12597764,-0.5917469,6.0
608,-0.74593866,-1.9863803,0.0
609,-0.29272288,-0.3575549,2.0
610,1.1871934,-0.609172,4.0
611,-1.0101365,-1.643441,0.0
612,-0.6245641,-0.58051467,2.0
613,0.4975705,0.7800175,2.0
614,0.3101171,1.7815166,3.0
615,4.2646666,1.0170516,1.0
616,-1.0651612,0.27972758,9.0
617,-1.0528483,0.27870095,7.0
618,-0.15917656,-0.04418446,5.0
619,-0.2570689,-0.027303942,1.0
620,-0.0071450546,-1.4732025,0.0
621,0.112998836,0.7634383,8.0
622,-0.93337697,0.13966,4.0
623,1.0511522,-0.8497482,6.0
624,0.61879,0.82960165,2.0
625,0.11984309,-1.082365,6.0
626,-1.2991672,1.531342,7.0
627,-0.6879341,0.51547456,9.0
628,-1.3367779,0.07508745,3.0
629,1.0035523,-0.762857,2.0
630,-1.2728044,0.13855761,9.0
631,-0.4878439,-0.027168993,8.0
632,0.22932404,-0.7068147,2.0
633,0.12973976,-0.41148287,2.0
634,-2.8619316,-0.1677793,9.0
635,0.61417013,-0.3261441,2.0
636,-2.3756092,0.9993348,7.0
637,-0.5445576,-0.4916352,3.0
638,-0.6231179,1.017935,5.0
639,-0.80490685,1.2073426,9.0
640,0.24446341,2.0408046,1.0
641,0.028039023,0.029491026,8.0
642,0.78578615,-1.8927934,0.0
643,-0.2967064,-0.5461137,2.0
644,0.3178609,-1.7635784,0.0
645,0.3139565,-0.25814128,5.0
646,0.3982619,-0.57173115,2.0
647,0.18540752,3.0072417,1.0
648,-0.6041484,-0.38711786,3.0
649,-1.2358532,0.7646434,7.0
650,1.214581,-0.50247085,6.0
651,-2.4330475,1.2747881,7.0
652,0.2826141,3.8488097,1.0
653,-0.23525405,-0.44926512,2.0
654,-0.7279806,-1.1189737,5.0
655,-0.04602621,-0.06336021,8.0
656,-1.5293348,-2.6921937,0.0
657,-0.2734801,-0.18440875,3.0
658,-2.454689,0.84955055,7.0
659,-0.46275485,0.040507935,2.0
660,-0.46959233,-0.025893826,4.0
661,0.54844534,-0.09631625,0.0
662,-1.6003499,0.18189529,9.0
663,0.4066043,3.8910499,1.0
664,0.9776084,0.072454154,8.0
665,-1.5002601,-1.0610163,6.0
666,-1.0518982,2.1357582,7.0
667,-0.045575347,1.7957044,7.0
668,-1.0747908,-0.00999283,4.0
669,-0.115559205,0.13228768,3.0
670,1.1341147,0.18482375,4.0
671,-2.6958284,-0.7462063,9.0
672,1.5846363,3.7404552,1.0
673,-0.8137993,0.6467671,9.0
674,0.28453928,-0.27907032,5.0
675,0.43929082,3.7348213,1.0
676,-1.2887332,1.3326726,7.0
677,-0.5180072,-0.7261886,3.0
678,-1.8073835,0.12030004,9.0
679,-0.65482247,1.7624514,7.0
680,-0.03175211,-0.9327345,6.0
681,-2.6058786,0.17441933,9.0
682,0.26390716,3.4180017,1.0
683,0.30015928,0.17056307,3.0
684,-1.1353905,-0.27084464,7.0
685,0.57077175,0.35777757,8.0
686,-0.18854862,-0.17422292,3.0
687,-0.48210558,-0.11136532,3.0
688,0.601682,-0.2389527,6.0
689,-0.7681927,1.3388076,7.0
690,0.113152064,-0.25333259,2.0
691,-1.2109447,-0.38561982,8.0
692,-0.49108785,1.0901706,5.0
693,0.11309414,0.384972,8.0
694,0.66117454,0.3678522,5.0
695,1.4486071,3.3011823,1.0
696,0.28869352,2.7648578,1.0
697,-1.3155942,0.23437776,4.0
698,-2.6974957,0.40090123,4.0
699,-0.37536418,0.56292397,3.0
700,0.1338487,1.6805606,1.0
701,0.63384753,-3.1765997,0.0
702,-0.67435676,1.6492965,7.0
703,-1.7059636,0.32296813,7.0
704,1.2693243,-2.2235675,0.0
705,-2.1124098,1.3185043,7.0
706,-1.4594746,0.25392455,9.0
707,-0.5853187,0.8795999,4.0
708,-1.19081,0.1500209,4.0
709,0.25420934,0.38893825,8.0
710,0.18312219,0.13102563,5.0
711,0.15152818,-0.5247111,5.0
712,-1.2413054,0.24436879,4.0
713,-0.94354534,-1.8959022,0.0
714,-0.5824099,-0.43186963,8.0
715,-0.46702057,-0.4453308,2.0
716,0.76363873,2.7158313,1.0
717,-1.1300974,-0.7986446,0.0
718,-0.009706393,0.3338213,8.0
719,-2.567481,-0.5207067,4.0
720,-0.43765116,-0.6754299,5.0
721,-1.0945516,-2.2035296,0.0
722,-2.5949895,-0.114045575,4.0
723,0.2142637,-0.78123075,0.0
724,0.29790613,-0.731432,6.0
725,1.5469537,3.6343875,1.0
726,-0.7528971,0.41494608,7.0
727,-0.3889773,-0.1875779,3.0
728,-0.3435284,-0.15017048,2.0
729,0.7338117,-0.6756905,6.0
730,-1.8283023,0.27708414,7.0
731,-0.24791723,-0.6544356,2.0
732,-0.4393587,-0.91859657,6.0
733,-1.2874585,0.013867972,9.0
734,0.24900356,0.41347283,3.0
735,0.24421078,3.4424832,1.0
